"","CITY","PROPERTY.TYPE","PRICE","BEDS","BATHS","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","X..SQUARE.FEET","State","Violent.Crimes","Murder.and.Non.Negligent.Manslaughter","Rape","Robbery","Aggravated.Assault"
"7728","Phoenix","Condo/Co-op",250000,2,1.5,1152,792,1971,217,"Arizona",8749,114,1006,2952,4677
"7729","Phoenix","Single Family Residential",210000,3,2,2117,7000,2005,99,"Arizona",8749,114,1006,2952,4677
"7730","Phoenix","Single Family Residential",256000,2,1.75,1429,15272,1954,179,"Arizona",8749,114,1006,2952,4677
"7731","Phoenix","Single Family Residential",315000,3,2,1639,7780,1951,192,"Arizona",8749,114,1006,2952,4677
"7733","Phoenix","Single Family Residential",215000,3,2,1297,8951,1980,166,"Arizona",8749,114,1006,2952,4677
"7734","Phoenix","Condo/Co-op",205000,2,2.5,1435,1995,1996,143,"Arizona",8749,114,1006,2952,4677
"7735","Phoenix","Single Family Residential",660000,4,3,2080,11360,1955,317,"Arizona",8749,114,1006,2952,4677
"7736","Phoenix","Townhouse",295500,3,2,1630,5400,1995,181,"Arizona",8749,114,1006,2952,4677
"7737","Phoenix","Condo/Co-op",36000,1,1,690,82220,1963,52,"Arizona",8749,114,1006,2952,4677
"7738","Phoenix","Single Family Residential",372000,2,2,1054,10703,1957,353,"Arizona",8749,114,1006,2952,4677
"7739","Phoenix","Single Family Residential",270000,4,2,2018,7957,1978,134,"Arizona",8749,114,1006,2952,4677
"7741","Phoenix","Single Family Residential",209000,3,2,1280,7973,1969,163,"Arizona",8749,114,1006,2952,4677
"7742","Phoenix","Single Family Residential",269000,4,2.5,1630,4700,2010,165,"Arizona",8749,114,1006,2952,4677
"7743","Phoenix","Single Family Residential",362500,3,3,2289,8773,1950,158,"Arizona",8749,114,1006,2952,4677
"7744","Phoenix","Single Family Residential",311000,3,2,1340,6695,1941,232,"Arizona",8749,114,1006,2952,4677
"7745","Phoenix","Condo/Co-op",485000,2,2,1669,1753,2005,291,"Arizona",8749,114,1006,2952,4677
"7746","Phoenix","Condo/Co-op",80000,1,1,581,572,1987,138,"Arizona",8749,114,1006,2952,4677
"7747","Phoenix","Townhouse",179000,2,2.5,1100,1317,2008,163,"Arizona",8749,114,1006,2952,4677
"7748","Phoenix","Single Family Residential",274000,2,1,1217,7867,1952,225,"Arizona",8749,114,1006,2952,4677
"7749","Phoenix","Single Family Residential",160000,3,1,1050,6103,1959,152,"Arizona",8749,114,1006,2952,4677
"7750","Phoenix","Single Family Residential",249900,4,3,2349,8599,1959,106,"Arizona",8749,114,1006,2952,4677
"7751","Phoenix","Single Family Residential",283000,3,2.5,1716,7650,1989,165,"Arizona",8749,114,1006,2952,4677
"7752","Phoenix","Single Family Residential",249900,5,2,2228,8124,1961,112,"Arizona",8749,114,1006,2952,4677
"7753","Phoenix","Single Family Residential",202000,3,1.75,1240,8507,1970,163,"Arizona",8749,114,1006,2952,4677
"7754","Phoenix","Single Family Residential",650000,5,4,4235,26077,1978,153,"Arizona",8749,114,1006,2952,4677
"7756","Phoenix","Condo/Co-op",70000,2,1,768,74,1983,91,"Arizona",8749,114,1006,2952,4677
"7757","Phoenix","Single Family Residential",205000,4,2,1632,6600,2004,126,"Arizona",8749,114,1006,2952,4677
"7758","Phoenix","Single Family Residential",209900,3,2,1503,9049,2000,140,"Arizona",8749,114,1006,2952,4677
"7759","Phoenix","Condo/Co-op",99000,1,1,656,66,1975,151,"Arizona",8749,114,1006,2952,4677
"7760","Phoenix","Single Family Residential",275500,3,2,1564,4520,1996,176,"Arizona",8749,114,1006,2952,4677
"7761","Phoenix","Single Family Residential",395000,3,2,2349,11840,1972,168,"Arizona",8749,114,1006,2952,4677
"7762","Phoenix","Condo/Co-op",127000,2,1.5,941,723,1989,135,"Arizona",8749,114,1006,2952,4677
"7763","Phoenix","Single Family Residential",259000,3,2,1318,5691,1992,197,"Arizona",8749,114,1006,2952,4677
"7764","Phoenix","Single Family Residential",670000,5,3.5,3800,43726,2017,176,"Arizona",8749,114,1006,2952,4677
"7765","Phoenix","Townhouse",342000,2,2,2079,4234,1969,165,"Arizona",8749,114,1006,2952,4677
"7766","Phoenix","Single Family Residential",297500,3,2,1451,10149,1981,205,"Arizona",8749,114,1006,2952,4677
"7767","Phoenix","Single Family Residential",269950,3,2,1206,3371,2018,224,"Arizona",8749,114,1006,2952,4677
"7768","Phoenix","Single Family Residential",219900,3,2,1416,6412,1956,155,"Arizona",8749,114,1006,2952,4677
"7769","Phoenix","Mobile/Manufactured Home",55000,3,2,1441,6105,1971,38,"Arizona",8749,114,1006,2952,4677
"7770","Phoenix","Single Family Residential",179000,3,2,1105,7897,1957,162,"Arizona",8749,114,1006,2952,4677
"7771","Phoenix","Single Family Residential",207000,3,1.75,1311,8083,1980,158,"Arizona",8749,114,1006,2952,4677
"7772","Phoenix","Single Family Residential",168900,3,2.5,1727,2546,2013,98,"Arizona",8749,114,1006,2952,4677
"7773","Phoenix","Single Family Residential",235000,3,2,1688,8068,1979,139,"Arizona",8749,114,1006,2952,4677
"7774","Phoenix","Single Family Residential",1456895,4,3.5,3500,14279,2017,416,"Arizona",8749,114,1006,2952,4677
"7775","Phoenix","Single Family Residential",246000,3,2.5,1871,4274,2007,131,"Arizona",8749,114,1006,2952,4677
"7776","Phoenix","Single Family Residential",247147,3,2,1829,15434,1980,135,"Arizona",8749,114,1006,2952,4677
"7777","Phoenix","Single Family Residential",450000,3,2,2580,11546,1977,174,"Arizona",8749,114,1006,2952,4677
"7778","Phoenix","Single Family Residential",240000,2,1,949,6159,1945,253,"Arizona",8749,114,1006,2952,4677
"7779","Phoenix","Condo/Co-op",120000,2,1,894,1735,1988,134,"Arizona",8749,114,1006,2952,4677
"7780","Phoenix","Single Family Residential",485000,4,2.5,2561,14000,1994,189,"Arizona",8749,114,1006,2952,4677
"7781","Phoenix","Single Family Residential",264950,3,1.75,1952,6987,1974,136,"Arizona",8749,114,1006,2952,4677
"7782","Phoenix","Single Family Residential",370000,4,2,2329,11232,1976,159,"Arizona",8749,114,1006,2952,4677
"7783","Phoenix","Single Family Residential",260000,3,2.5,1753,4005,2006,148,"Arizona",8749,114,1006,2952,4677
"7785","Phoenix","Single Family Residential",218900,3,2.5,1469,2100,2007,149,"Arizona",8749,114,1006,2952,4677
"7786","Phoenix","Single Family Residential",475000,4,2,1870,22281,1959,254,"Arizona",8749,114,1006,2952,4677
"7788","Phoenix","Single Family Residential",255000,3,2,1930,7257,1977,132,"Arizona",8749,114,1006,2952,4677
"7789","Phoenix","Single Family Residential",246000,3,2,1640,6833,1996,150,"Arizona",8749,114,1006,2952,4677
"7791","Phoenix","Single Family Residential",280000,3,1,1107,8235,1920,253,"Arizona",8749,114,1006,2952,4677
"7792","Phoenix","Single Family Residential",340000,3,2,1754,5175,2015,194,"Arizona",8749,114,1006,2952,4677
"7794","Phoenix","Single Family Residential",400000,4,3.5,4196,9131,2001,95,"Arizona",8749,114,1006,2952,4677
"7796","Phoenix","Single Family Residential",215000,4,2,1686,17460,1940,128,"Arizona",8749,114,1006,2952,4677
"7797","Phoenix","Single Family Residential",305000,3,2,1779,6700,1940,171,"Arizona",8749,114,1006,2952,4677
"7798","Phoenix","Single Family Residential",130000,3,1,864,7514,1950,150,"Arizona",8749,114,1006,2952,4677
"7801","Phoenix","Single Family Residential",455000,6,4,3958,6270,2007,115,"Arizona",8749,114,1006,2952,4677
"7802","Phoenix","Single Family Residential",640000,3,3,3008,17298,1952,213,"Arizona",8749,114,1006,2952,4677
"7805","Phoenix","Single Family Residential",575000,5,3.5,3265,43568,2014,176,"Arizona",8749,114,1006,2952,4677
"7807","Phoenix","Single Family Residential",435000,3,2.5,2602,8784,2004,167,"Arizona",8749,114,1006,2952,4677
"7808","Phoenix","Single Family Residential",285000,3,2,1625,4831,1986,175,"Arizona",8749,114,1006,2952,4677
"7809","Phoenix","Condo/Co-op",62500,2,2,976,96,1983,64,"Arizona",8749,114,1006,2952,4677
"7810","Phoenix","Single Family Residential",214900,3,2,1403,2568,1987,153,"Arizona",8749,114,1006,2952,4677
"7811","Phoenix","Single Family Residential",329000,3,2,1783,6050,2007,185,"Arizona",8749,114,1006,2952,4677
"7813","Phoenix","Condo/Co-op",265000,2,2.5,1795,1795,2001,148,"Arizona",8749,114,1006,2952,4677
"7814","Phoenix","Single Family Residential",343000,3,1.75,2313,7840,2005,148,"Arizona",8749,114,1006,2952,4677
"7816","Phoenix","Single Family Residential",380000,4,3,2388,7984,2015,159,"Arizona",8749,114,1006,2952,4677
"7817","Phoenix","Single Family Residential",288500,3,2,1764,4950,2017,164,"Arizona",8749,114,1006,2952,4677
"7818","Phoenix","Single Family Residential",195000,3,1.5,1195,6438,1940,163,"Arizona",8749,114,1006,2952,4677
"7819","Phoenix","Single Family Residential",202000,3,2,1260,5563,1989,160,"Arizona",8749,114,1006,2952,4677
"7820","Phoenix","Single Family Residential",257000,3,2.5,1661,5604,1985,155,"Arizona",8749,114,1006,2952,4677
"7821","Phoenix","Single Family Residential",432210,3,2.5,2673,3500,2014,162,"Arizona",8749,114,1006,2952,4677
"7823","Phoenix","Single Family Residential",610000,3,2,2048,8512,1937,298,"Arizona",8749,114,1006,2952,4677
"7824","Phoenix","Single Family Residential",417000,4,3,2035,6303,1915,205,"Arizona",8749,114,1006,2952,4677
"7825","Phoenix","Single Family Residential",299000,3,2,1254,7296,1949,238,"Arizona",8749,114,1006,2952,4677
"7827","Phoenix","Single Family Residential",360000,4,2,1890,11914,1994,190,"Arizona",8749,114,1006,2952,4677
"7828","Phoenix","Single Family Residential",135000,3,2,1092,6926,1956,124,"Arizona",8749,114,1006,2952,4677
"7829","Phoenix","Single Family Residential",174000,3,2,1128,14833,1950,154,"Arizona",8749,114,1006,2952,4677
"7830","Phoenix","Condo/Co-op",210000,1,1.5,1149,1142,2007,183,"Arizona",8749,114,1006,2952,4677
"7831","Phoenix","Single Family Residential",550000,4,2.75,2912,8475,2000,189,"Arizona",8749,114,1006,2952,4677
"7834","Phoenix","Single Family Residential",320000,4,2.5,3099,7907,2004,103,"Arizona",8749,114,1006,2952,4677
"7835","Phoenix","Single Family Residential",215000,3,1.75,1734,8113,1978,124,"Arizona",8749,114,1006,2952,4677
"7836","Phoenix","Single Family Residential",122500,4,1,1239,6072,1958,99,"Arizona",8749,114,1006,2952,4677
"7837","Phoenix","Single Family Residential",335000,4,3,2348,7764,2004,143,"Arizona",8749,114,1006,2952,4677
"7838","Phoenix","Condo/Co-op",104500,2,2,902,870,1981,116,"Arizona",8749,114,1006,2952,4677
"7839","Phoenix","Single Family Residential",237999,4,2,2168,7754,1966,110,"Arizona",8749,114,1006,2952,4677
"7840","Phoenix","Single Family Residential",250000,3,1,962,25054,1924,260,"Arizona",8749,114,1006,2952,4677
"7841","Phoenix","Single Family Residential",278500,3,2.5,2266,6685,1998,123,"Arizona",8749,114,1006,2952,4677
"7842","Phoenix","Single Family Residential",300000,4,2,1845,6898,2001,163,"Arizona",8749,114,1006,2952,4677
"7843","Phoenix","Townhouse",147000,2,1,936,1319,1970,157,"Arizona",8749,114,1006,2952,4677
"7844","Phoenix","Single Family Residential",219000,3,1,1042,6107,1959,210,"Arizona",8749,114,1006,2952,4677
"7845","Phoenix","Single Family Residential",250000,4,1.75,2128,7944,1977,117,"Arizona",8749,114,1006,2952,4677
"7846","Phoenix","Single Family Residential",330000,5,2.5,3094,9106,2002,107,"Arizona",8749,114,1006,2952,4677
"7847","Phoenix","Single Family Residential",216500,3,2.5,1642,4319,2004,132,"Arizona",8749,114,1006,2952,4677
"7849","Phoenix","Single Family Residential",330000,5,2,2339,9414,2000,141,"Arizona",8749,114,1006,2952,4677
"7851","Phoenix","Single Family Residential",300763,4,2,2035,8874,2017,148,"Arizona",8749,114,1006,2952,4677
"7852","Phoenix","Single Family Residential",159000,4,3,1590,6490,1961,100,"Arizona",8749,114,1006,2952,4677
"7853","Phoenix","Single Family Residential",225000,3,2,1382,8225,1983,163,"Arizona",8749,114,1006,2952,4677
"7855","Phoenix","Single Family Residential",317000,3,2,1561,6151,1949,203,"Arizona",8749,114,1006,2952,4677
"7856","Phoenix","Single Family Residential",250000,3,2,1886,9026,1995,133,"Arizona",8749,114,1006,2952,4677
"7860","Phoenix","Single Family Residential",424000,3,2,1675,7331,1950,253,"Arizona",8749,114,1006,2952,4677
"7861","Phoenix","Townhouse",193500,3,2.5,1458,1411,2014,133,"Arizona",8749,114,1006,2952,4677
"7862","Phoenix","Single Family Residential",224000,3,2,1105,6181,1952,203,"Arizona",8749,114,1006,2952,4677
"7863","Phoenix","Single Family Residential",1165000,5,3.5,4758,28808,2002,245,"Arizona",8749,114,1006,2952,4677
"7865","Phoenix","Single Family Residential",494000,4,3,2828,13423,1995,175,"Arizona",8749,114,1006,2952,4677
"7866","Phoenix","Single Family Residential",450000,4,3,2039,10445,1962,221,"Arizona",8749,114,1006,2952,4677
"7867","Phoenix","Single Family Residential",240000,3,2,1797,8468,1970,134,"Arizona",8749,114,1006,2952,4677
"7868","Phoenix","Condo/Co-op",199900,1,1,683,683,2017,293,"Arizona",8749,114,1006,2952,4677
"7869","Phoenix","Single Family Residential",190000,3,2.5,1421,2768,2001,134,"Arizona",8749,114,1006,2952,4677
"7871","Phoenix","Single Family Residential",212500,3,2,1230,5175,2003,173,"Arizona",8749,114,1006,2952,4677
"7872","Phoenix","Mobile/Manufactured Home",55000,2,1,960,7463,1960,57,"Arizona",8749,114,1006,2952,4677
"7873","Phoenix","Single Family Residential",278000,3,2,1488,4174,1994,187,"Arizona",8749,114,1006,2952,4677
"7875","Phoenix","Single Family Residential",347230,4,2,2300,8058,2017,151,"Arizona",8749,114,1006,2952,4677
"7876","Phoenix","Single Family Residential",217500,3,2,1224,7991,1971,178,"Arizona",8749,114,1006,2952,4677
"7877","Phoenix","Townhouse",193450,3,2.5,1458,1395,2014,133,"Arizona",8749,114,1006,2952,4677
"7878","Phoenix","Single Family Residential",116000,2,1,1583,8782,1954,73,"Arizona",8749,114,1006,2952,4677
"7879","Phoenix","Single Family Residential",505000,4,2,2252,8423,1996,224,"Arizona",8749,114,1006,2952,4677
"7880","Phoenix","Single Family Residential",200000,5,3,1988,7022,1953,101,"Arizona",8749,114,1006,2952,4677
"7881","Phoenix","Single Family Residential",250000,3,2.5,1454,5934,1991,172,"Arizona",8749,114,1006,2952,4677
"7882","Phoenix","Single Family Residential",229900,4,2.5,2349,5500,2002,98,"Arizona",8749,114,1006,2952,4677
"7883","Phoenix","Single Family Residential",214000,3,2,1404,6752,1974,152,"Arizona",8749,114,1006,2952,4677
"7884","Phoenix","Single Family Residential",185000,3,2,1376,6902,1960,134,"Arizona",8749,114,1006,2952,4677
"7885","Phoenix","Single Family Residential",321000,3,2,1883,6545,1999,170,"Arizona",8749,114,1006,2952,4677
"7886","Phoenix","Single Family Residential",255500,3,2.5,1958,5081,2006,130,"Arizona",8749,114,1006,2952,4677
"7887","Phoenix","Single Family Residential",342000,5,3,3227,6600,2004,106,"Arizona",8749,114,1006,2952,4677
"7888","Phoenix","Single Family Residential",253000,3,2,1537,6908,2003,165,"Arizona",8749,114,1006,2952,4677
"7889","Phoenix","Single Family Residential",270000,5,3,3491,7991,1972,77,"Arizona",8749,114,1006,2952,4677
"7890","Phoenix","Single Family Residential",191500,4,2,1730,7052,1965,111,"Arizona",8749,114,1006,2952,4677
"7892","Phoenix","Mobile/Manufactured Home",205000,3,2,1485,43560,1999,138,"Arizona",8749,114,1006,2952,4677
"7895","Phoenix","Single Family Residential",212000,3,2.5,1320,6163,1986,161,"Arizona",8749,114,1006,2952,4677
"7896","Phoenix","Single Family Residential",702500,4,3,3550,43548,2007,198,"Arizona",8749,114,1006,2952,4677
"7897","Phoenix","Single Family Residential",260500,4,2,1854,5513,2000,141,"Arizona",8749,114,1006,2952,4677
"7898","Phoenix","Single Family Residential",1700000,4,6,5875,25605,1937,289,"Arizona",8749,114,1006,2952,4677
"7899","Phoenix","Townhouse",119000,3,2.5,1184,616,1985,101,"Arizona",8749,114,1006,2952,4677
"7900","Phoenix","Single Family Residential",234900,3,2.5,1564,3375,2000,150,"Arizona",8749,114,1006,2952,4677
"7901","Phoenix","Condo/Co-op",87000,1,1,685,76,1980,127,"Arizona",8749,114,1006,2952,4677
"7902","Phoenix","Townhouse",294000,3,2,1815,3864,1970,162,"Arizona",8749,114,1006,2952,4677
"7904","Phoenix","Single Family Residential",437500,4,3,2948,9144,2013,148,"Arizona",8749,114,1006,2952,4677
"7905","Phoenix","Single Family Residential",139900,3,1,1369,6534,1953,102,"Arizona",8749,114,1006,2952,4677
"7907","Phoenix","Single Family Residential",100000,3,2,1305,8076,1960,77,"Arizona",8749,114,1006,2952,4677
"7908","Phoenix","Single Family Residential",385000,5,3,2765,6769,1994,139,"Arizona",8749,114,1006,2952,4677
"7909","Phoenix","Condo/Co-op",157000,2,2,1076,1063,1989,146,"Arizona",8749,114,1006,2952,4677
"7911","Phoenix","Single Family Residential",345426,4,3,2662,5631,2017,130,"Arizona",8749,114,1006,2952,4677
"7912","Phoenix","Single Family Residential",198000,3,3,1802,3132,2005,110,"Arizona",8749,114,1006,2952,4677
"7914","Phoenix","Single Family Residential",378500,4,2.5,2980,13530,1988,127,"Arizona",8749,114,1006,2952,4677
"7916","Phoenix","Single Family Residential",435000,4,2,2402,11103,1989,181,"Arizona",8749,114,1006,2952,4677
"7917","Phoenix","Single Family Residential",365000,3,2.5,3777,12950,2006,97,"Arizona",8749,114,1006,2952,4677
"7918","Phoenix","Single Family Residential",170000,3,2,1333,7326,2004,128,"Arizona",8749,114,1006,2952,4677
"7919","Phoenix","Townhouse",148000,3,2.5,1343,2141,1983,110,"Arizona",8749,114,1006,2952,4677
"7920","Phoenix","Single Family Residential",520000,4,2.5,2944,11169,1994,177,"Arizona",8749,114,1006,2952,4677
"7921","Phoenix","Single Family Residential",198500,3,2,1435,8577,1981,138,"Arizona",8749,114,1006,2952,4677
"7922","Phoenix","Condo/Co-op",164950,2,2,1047,1063,1984,158,"Arizona",8749,114,1006,2952,4677
"7923","Phoenix","Mobile/Manufactured Home",216000,3,2,1215,43865,2001,178,"Arizona",8749,114,1006,2952,4677
"7924","Phoenix","Single Family Residential",186100,5,2,2253,7301,1961,83,"Arizona",8749,114,1006,2952,4677
"7925","Phoenix","Single Family Residential",125000,3,1.75,1410,7214,1960,89,"Arizona",8749,114,1006,2952,4677
"7926","Phoenix","Single Family Residential",342000,3,2.5,1880,5433,1993,182,"Arizona",8749,114,1006,2952,4677
"7927","Phoenix","Single Family Residential",219000,4,2,1575,6713,1996,139,"Arizona",8749,114,1006,2952,4677
"7929","Phoenix","Single Family Residential",234500,4,3,1777,9014,1974,132,"Arizona",8749,114,1006,2952,4677
"7930","Phoenix","Single Family Residential",485000,3,2.5,2027,3264,2016,239,"Arizona",8749,114,1006,2952,4677
"7931","Phoenix","Townhouse",68000,2,2,950,1263,1987,72,"Arizona",8749,114,1006,2952,4677
"7933","Phoenix","Single Family Residential",217000,4,2,2074,7253,1973,105,"Arizona",8749,114,1006,2952,4677
"7934","Phoenix","Townhouse",192500,2,2.5,1061,724,1985,181,"Arizona",8749,114,1006,2952,4677
"7935","Phoenix","Single Family Residential",185000,2,1,1151,5754,1929,161,"Arizona",8749,114,1006,2952,4677
"7937","Phoenix","Single Family Residential",730000,3,3.5,2971,9589,2004,246,"Arizona",8749,114,1006,2952,4677
"7940","Phoenix","Single Family Residential",395000,5,3,3065,6720,2007,129,"Arizona",8749,114,1006,2952,4677
"7941","Phoenix","Townhouse",118000,3,2.5,1296,2161,1972,91,"Arizona",8749,114,1006,2952,4677
"7942","Phoenix","Single Family Residential",159000,3,1.75,1240,6083,1969,128,"Arizona",8749,114,1006,2952,4677
"7944","Phoenix","Condo/Co-op",75000,2,1,924,1869,1972,81,"Arizona",8749,114,1006,2952,4677
"7945","Phoenix","Condo/Co-op",160000,2,2,835,911,1984,192,"Arizona",8749,114,1006,2952,4677
"7946","Phoenix","Single Family Residential",947500,7,4.5,5714,14806,2006,166,"Arizona",8749,114,1006,2952,4677
